Annova gene	Phenotype MIM number
PYCR1	"常隐皮肤松弛症2B型(612940,AR);常隐皮肤松弛症3B型(614438,AR)"
PYGL	"糖原贮积病6型(232700,AR)"
PYGM	"糖原贮积病5型(232600,AR)"
QDPR	"四氢生物蝶呤缺乏性高苯丙氨酸血症C型(261630,AR)"
RAB11FIP4	"嗜铬细胞瘤(171300,AD)"
RAB23	"Carpenter综合征1型(201000,AR)"
RAB3GAP2	"痉挛性截瘫69(,AR)"
RAB7A	"腓骨肌萎缩症2B型(600882,AD)"
RAF1	"Noonan综合征5(611553,AD)"
RARB	"小眼球综合征12型(615524,AD,?AR)"
RARS2	"脑桥小脑发育不全1型(,AR);脑桥小脑发育不全6型(611523,AR)"
RBBP8	"胰腺癌(260350,AD,Mu,SMu)"
RBCK1	"葡聚糖体肌病1型伴或不伴有免疫缺陷(615895,AR)"
RBM28	"ANE综合征(612079,AR)"
RBP4	"视网膜变性-虹膜缺损-粉刺痤疮综合征(615147,AR)"
WRN	"Werner综合征(277700,AR)"
REEP1	"痉挛性截瘫31(610250,AD)"
REEP2	"痉挛性截瘫72(615625,AD,?AR)"
REN	"家族性少年型高尿酸血症肾病2(613092,AD)"
RET	"多发性内分泌肿瘤2A(171400,AD);多发性内分泌肿瘤2B(162300,AD);家族性甲状腺髓样癌(155240,AD);嗜铬细胞瘤(171300,AD)"
RFT1	"先天性糖基化障碍1N型(612015,AR)"
RFX6	"Mitchell-Riley综合征(615710,AR)"
RGS5	"原发性高血压(145500,Mu)"
RIPPLY2	"脊椎肋骨发育不全6(616566,AR)"
RIT1	"Noonan综合征8(615355,AD)"
RMND1	"联合氧化磷酸化缺乏症11(614922,AR)"
RNASEH1	"常隐进行性眼外肌麻痹伴线粒体DNA缺失2(616479,AR)"
RLIM	"X连锁精神发育迟滞61(300978,XLR)"
RNPC3	"单一性生长激素缺乏症Ia型(262400,AR)"
RPIA	"核糖-5-磷酸异构酶缺乏症(608611,AR)"
RPL11	"戴-布二氏贫血7(612562,AD)"
RPL15	"戴-布二氏贫血12(615550,AD)"
RPL26	"戴-布二氏贫血11(614900,AD)"
RPL35A	"戴-布二氏贫血5(612528,AD)"
RPL5	"戴-布二氏贫血6(612561,AD)"
RPS10	"戴-布二氏贫血9(613308,AD)"
RPS17	"戴-布二氏贫血4(612527,AD)"
RPS19	"戴-布二氏贫血1(105650,AD)"
RPS24	"戴-布二氏贫血3(610629,AD)"
RPS26	"戴-布二氏贫血10(613309,AD)"
RPS29	"戴-布二氏贫血13(615909,AD)"
RPS6KA3	"Coffin-Lowry综合征(303600,XLD,?IC)"
RPS7	"戴-布二氏贫血8(612563,AD)"
RRM2B	"Kearns-Sayre综合征(530000,AR/MI);常显进行性眼外肌麻痹伴线粒体DNA缺失5(613077,AD);线粒体DNA耗竭综合征8A型(612075,AR)"
RTN2	"痉挛性截瘫12(604805,AD)"
RTN4IP1	"视神经萎缩10(616732,AR)"
RUBCN	"常隐脊髓小脑性共济失调15(615705,AR)"
RUNDC1	"嗜铬细胞瘤(171300,AD)"
SAMD9	"家族性肿瘤样钙质沉着症(610455,AR)"
SAR1B	"乳糜微粒潴留病(246700,AR)"
SARDH	"肌氨酸血症(268900,AR)"
SARS2	"高尿酸血症、肺动脉高血压、肾功能衰竭、和碱中毒(613845,AR)"
SBDS	"Shwachman-Diamond综合征(260400,AR)"
SBF1	"腓骨肌萎缩症4B3型(615284,AR)"
SBF2	"腓骨肌萎缩症4B2型(604563,AR)"
SC5D	"Lathosterolosis(607330,AR)"
SCARB2	"戈谢病1型(230800,AR);进行性肌阵挛性癫痫4(254900,AR)"
SCN1A	"婴儿早期癫痫性脑病6型(607208,AD)"
SCN1B	"婴儿早期癫痫性脑病52型(617350,AR)"
SCN2A	"婴儿早期癫痫性脑病11型(613721,AD)"
SCN4A	"低钾性周期性麻痹1型(170400,AD);低钾性周期性麻痹2型(613345,AD);高血钾型周期性麻痹2型(170500,AD)"
SCN8A	"婴儿早期癫痫性脑病13型(614558,AD)"
SCNN1A	"IB型假性醛固酮减少症(264350,AR)"
SCNN1B	"IB型假性醛固酮减少症(264350,AR)"
SCNN1G	"IB型假性醛固酮减少症(264350,AR)"
SCO1	"线粒体复合物IV缺乏症(220110,AR,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
SCO2	"线粒体复合物IV缺乏症(220110,AR,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
SCP2	"脑白质病变伴肌张力障碍和运动神经病变(613724,AR)"
SCYL1	"常隐脊髓小脑性共济失调21(616719,AR)"
SDC3	"肥胖症(601665,Mu,?AD,?AR)"
SDCCAG8	"Bardet-biedl综合征16(615993,AR)"
SDHA	"副神经节瘤5(614165,AD);嗜铬细胞瘤(171300,AD);线粒体复合物II缺乏症(252011,AR);亚急性坏死性脑病(256000,AR,?Mi)"
SDHAF1	"线粒体复合物II缺乏症(252011,AR)"
SDHAF2	"副神经节瘤2(601650,AD);嗜铬细胞瘤(171300,AD)"
SDHB	"副神经节瘤4(115310,AD);副神经节瘤伴胃肠道间质瘤(606864,AD);嗜铬细胞瘤(171300,AD);线粒体复合物II缺乏症(252011,AR)"
SDHC	"副神经节瘤3(605373,AD);副神经节瘤伴胃肠道间质瘤(606864,AD);嗜铬细胞瘤(171300,AD)"
SDHD	"肠类癌瘤(114900,AD);副神经节瘤1(168000,AD);副神经节瘤伴胃肠道间质瘤(606864,AD);嗜铬细胞瘤(171300,AD);线粒体复合物II缺乏症(252011,AR)"
SEC23B	"先天性纯红细胞再生障碍性贫血2型(224100,AR)"
SEC61A1	"家族性少年型高尿酸血症肾病4(617056,AD)"
SECISBP2	"甲状腺激素代谢异常(609698,AR)"
SELE	"原发性高血压(145500,Mu)"
SEMA3A	"低促性腺激素性性腺功能减退症16(614897,AD)"
SEPSECS	"脑桥小脑发育不全2D型(613811,AR);脑桥小脑发育不全2E型(615851,AR)"
SERAC1	"3-甲基戊烯二酸尿症6型(614739,AR)"
SERPINA1	"AAT（α1-抗胰蛋白酶）缺乏性肺气肿(613490,AR)"
SERPINF1	"成骨不全6型(613982,AR)"
SERPINH1	"成骨不全10型(613848,AR)"
SETD2	"嗜铬细胞瘤(171300,AD)"
SETX	"常隐脊髓小脑性共济失调1(606002,AR)"
SFTPB	"肺表面活性物质代谢功能障碍1(265120,AR)"
SFTPC	"肺表面活性物质代谢功能障碍2(610913,AD)"
SFXN4	"联合氧化磷酸化缺乏症18(615578,AR)"
SGSH	"粘多糖贮积症IIIA型(252900,AR)"
SH3TC2	"腓骨肌萎缩症4C型(601596,AR)"
SHH	"全前脑畸形3(142945,AD)"
SI	"先天性蔗糖酶异麦芽糖酶缺乏症(222900,AR)"
ST3GAL5	"Amish婴儿癫痫综合征(609056,AR)"
SIK1	"婴儿早期癫痫性脑病30型(616341,AD)"
SIM1	"肥胖症(601665,Mu,?AD,?AR)"
SIX3	"全前脑畸形2(157170,AD,?IC)"
SLC11A2	"浅色小细胞性贫血伴铁过载1型(206100,AR)"
SLC12A1	"巴特综合征1型(601678,AR)"
SLC12A5	"婴儿早期癫痫性脑病34型(616645,AR)"
SLC13A5	"婴儿早期癫痫性脑病25型(615905,AR)"
SLC16A1	"单羧酸转运蛋白1缺乏症(616095,AD,?AR);红细胞乳酸转运蛋白缺陷(245340,AD);家族性高胰岛素低血糖症7(610021,AD)"
SLC16A12	"白内障47(612018,AD)"
SLC17A5	"Salla病(604369,AR);小儿唾液酸贮积症(269920,AR)"
SLC19A2	"硫胺素代谢紊乱综合征1(249270,AR)"
SLC19A3	"硫胺素代谢紊乱综合征2(607483,AR)"
SLC1A1	"二羧基氨基酸尿症(222730,AR)"
SLC1A2	"婴儿早期癫痫性脑病41型(617105,AD)"
SLC22A5	"原发性肉碱缺乏症(212140,AR)"
SLC24A5	"眼皮肤白化病6型(113750,AR)"
SLC25A1	"联合D-2和L-2羟基戊二酸尿症(615182,AR)"
SLC25A12	"婴儿早期癫痫性脑病39型(612949,AR)"
SLC25A13	"成人型瓜氨酸血症2型(603471,AR);新生儿瓜氨酸血症II型(605814,AR)"
SLC25A15	"高鸟氨酸血症-高氨血症-同型瓜氨酸血症综合症(238970,AR)"
SLC25A19	"硫胺素代谢紊乱综合征3(607196,AR);硫胺素代谢紊乱综合征4(613710,AR)"
SLC25A20	"肉碱脂酰转移酶缺乏症(212138,AR)"
SLC25A22	"婴儿早期癫痫性脑病3型(609304,AR)"
SLC25A26	"联合氧化磷酸化缺乏症28(616794,AR)"
SLC25A3	"线粒体磷酸载体缺乏症(610773,AR)"
SLC25A38	"铁粒幼红细胞性贫血2型(205950,AR)"
SLC25A4	"常显进行性眼外肌麻痹伴线粒体DNA缺失2(609283,AD);线粒体DNA耗竭综合征12A型(617184,AD);线粒体DNA耗竭综合征12B型(615418,AR)"
SLC26A4	"耳聋-甲状腺肿综合征(274600,AR);甲状腺发育不全(218700,AR)"
SLC2A1	"GLUT1缺陷综合征1（婴儿期发病）(606777,AD, AR)"
SLC2A2	"Fanconi-Bickel综合征(227810,AR)"
SLC30A10	"高锰血症伴肌张力障碍1(613280,AR)"
SLC33A1	"痉挛性截瘫42(612539,AD)"
SLC34A1	"婴儿高钙血症2型(616963,AR)"
SLC34A3	"遗传性低磷性佝偻病伴高钙尿症(241530,AR)"
SLC35A1	"先天性糖基化障碍2F型(603585,AR)"
SLC35A2	"先天性糖基化障碍2M型(300896,XLD,?SMo)"
SLC35A3	"关节挛缩、智力低下伴癫痫发作(615553,AR)"
SLC35C1	"先天性糖基化障碍2C型(266265,AR)"
SLC35D1	"致命的新生儿软骨发育异常(269250,AR)"
SLC36A2	"亚氨基甘氨酸尿症(242600,AR,?DR)"
SLC37A4	"糖原贮积病1B型(232220,AR);糖原贮积病1C型(232240,AR)"
SLC39A14	"高锰血症伴肌张力障碍2(617013,AR)"
SLC39A4	"肠病性肢端皮炎(201100,AR)"
SLC39A8	"先天性糖基化障碍2N型(616721,AR)"
SLC3A1	"胱氨酸尿症(220100,AD,?AR)"
SLC40A1	"血色沉着病4型(606069,AD)"
SLC45A2	"眼皮肤白化病4型(606574,AR)"
SLC46A1	"遗传性叶酸吸收障碍(229050,AR)"
SLC52A1	"核黄素缺乏症(615026,AD)"
SLC5A1	"葡萄糖/半乳糖吸收障碍(606824,AR)"
SLC5A2	"肾性糖尿(233100,AD,?AR)"
SLC5A5	"甲状腺激素合成障碍1(274400,AR)"
SLC6A18	"亚氨基甘氨酸尿症(242600,AR,?DR)"
SLC6A19	"Hartnup病(234500,AR);亚氨基甘氨酸尿症(242600,AR,?DR)"
SLC6A20	"亚氨基甘氨酸尿症(242600,AR,?DR)"
SLC6A5	"惊跳病3(614618,AD, AR)"
SLC6A8	"脑肌酸缺乏综合症1(300352,XLR)"
SLC7A7	"赖氨酸尿性蛋白不耐症(222700,AR)"
SLC7A9	"胱氨酸尿症(220100,AD,?AR)"
SLC9A1	"常隐脊髓小脑性共济失调19(616291,AR)"
SLCO1B1	"双基因隐性Roter型高胆红素血症(237450,DR)"
SLCO1B3	"双基因隐性Roter型高胆红素血症(237450,DR)"
SMAD4	"胰腺癌(260350,AD,Mu,SMu)"
SMPD1	"尼曼-匹克病A型(257200,AR);尼曼-匹克病B型(607616,AR)"
SNAI2	"斑状白化病(172800,AD)"
SNCA	"常隐帕金森病15(260300,AR);帕金森病1(168601,AD);帕金森病4(605543,AD);少年型帕金森病2型(600116,AR);遗传性迟发型帕金森病(168600,AD)"
SNRPN	"Prader-Willi综合征(176270,IC)"
SNX14	"常隐脊髓小脑性共济失调20(616354,AR)"
SOS1	"Noonan综合征4(610733,AD)"
SOS2	"Noonan综合征9(616559,AD)"
SOX2	"小眼球综合征3型(206900,AD)"
SOX3	"46，XX性逆转3(300833,XLD);联合垂体激素缺乏症2型(262600,AR)"
SOX9	"46，XX性逆转2(?278850,AD);躯干发育异常(114290,AD)"
SP7	"成骨不全12型(613849,AR)"
SPARC	"成骨不全17型(616507,AR)"
SPAST	"痉挛性截瘫4(182601,AD)"
SPG11	"常隐腓骨肌萎缩症2X型(616668,AR);痉挛性截瘫11(604360,AR)"
SPINK1	"遗传性胰腺炎(167800,AD)"
SPR	"墨蝶呤还原酶缺乏性多巴反应性肌张力障碍(612716,AD,?AR)"
SPRY4	"低促性腺激素性性腺功能减退症17(615266,AD)"
SPTAN1	"婴儿早期癫痫性脑病5型(613477,AD)"
SPTBN2	"常隐脊髓小脑性共济失调14(615386,AR);脊髓小脑性共济失调5(600224,AD)"
SPTLC1	"遗传性感觉神经病1E(614116,AD)"
SPTLC2	"遗传性感觉神经病1E(614116,AD)"
SQSTM1	"Paget骨病3型(167250,AD);包涵体肌炎(147421,AR)"
SRD5A2	"类固醇5α-还原酶缺乏症(264600,AR)"
SRD5A3	"先天性糖基化障碍1Q型(612379,AR)"
SRGAP1	"甲状腺非髓样癌2(188470,AD)"
SRY	"46，XX性逆转1(400045,AR,YL);46，XY性逆转1(400044,AR,XL)"
SSR4	"先天性糖基化障碍1Y型(300934,XLR)"
ST3GAL3	"婴儿早期癫痫性脑病15型(615006,AR)"
STAG3	"卵巢功能早衰8(615723,AR)"
STAR	"先天性类脂质性肾上腺增生症(201710,AR)"
STEAP3	"浅色小细胞性贫血伴铁过载2型(615234,AD)"
STK11	"胰腺癌(260350,AD,Mu,SMu)"
STRA6	"小眼球综合征9型(601186,AR)"
STT3A	"先天性糖基化障碍1W型(615596,AR)"
STT3B	"先天性糖基化障碍1X型(615597,AR)"
STUB1	"常隐脊髓小脑性共济失调16(615768,AR)"
STX16	"假性甲状旁腺机能减退症1B(603233,AD)"
STXBP1	"婴儿早期癫痫性脑病4型(612164,AD)"
SUCLA2	"线粒体DNA耗竭综合征5型(612073,AR)"
SUCLG1	"线粒体DNA耗竭综合征9型(245400,AR)"
SUMF1	"多种硫酸酯酶缺乏症(272200,AR)"
SUMO4	"胰岛素依赖性糖尿病5(600320,)"
SUOX	"亚硫酸盐氧化酶缺乏症(272300,AR)"
SURF1	"腓骨肌萎缩症4K型(616684,AR);线粒体复合物IV缺乏症(220110,AR,Mi);亚急性坏死性脑病(256000,AR,?Mi)"
SYCE1	"卵巢功能早衰12(616947,AR)"
SYNE1	"常隐脊髓小脑性共济失调8(610743,AR)"
SYNJ1	"婴儿早期癫痫性脑病53型(617389,AR);早发性帕金森病20(615530,AR)"
SYP	"X连锁精神发育迟滞96(300802,XLD)"
SYT14	"常隐脊髓小脑性共济失调11(614229,AR)"
SZT2	"婴儿早期癫痫性脑病18型(615476,AR)"
TAC3	"低促性腺激素性性腺功能减退症10(614839,AR)"
TACO1	"线粒体复合物IV缺乏症(220110,AR,Mi)"
TACR3	"低促性腺激素性性腺功能减退症11(614840,AR)"
TALDO1	"转醛酶缺乏症(606003,AR)"
TANGO2	"周期性脑肌型代谢失调(MECRCN)(616878,AR)"
TARS2	"联合氧化磷酸化缺乏症21(615918,AR)"
TAT	"酪氨酸血症2型(276600,AR)"
TAZ	"3-甲基戊烯二酸尿症2型(302060,XLR)"
TBC1D24	"家族性小儿型肌阵挛性癫痫(605021,AR);进行性肌阵挛性癫痫1B(612438,AR);婴儿早期癫痫性脑病16型(615338,AR)"
TBCE	"甲状旁腺功能减退-生长迟缓-畸形综合征(241410,AR)"
TBP	"脊髓小脑性共济失调17(607136,AD);遗传性迟发型帕金森病(168600,Mu,?IC)"
TBX1	"软腭-心-面综合征(192430,AD);先天性胸腺发育不全(188400,AD)"
TBX19	"促肾上腺皮质激素缺乏症(201400,AR)"
TBX6	"脊椎肋骨发育不全5(122600,AD, AR)"
TCN2	"转钴胺素Ⅱ缺乏症(275350,AR)"
TDP2	"常隐脊髓小脑性共济失调23(616949,AR)"
TECPR2	"痉挛性截瘫49(615031,AR)"
TF	"先天性无运铁蛋白血症(209300,AR)"
TFAM	"线粒体DNA耗竭综合征15型(617156,AR)"
TFG	"常显腓骨肌萎缩症2型(,AD);痉挛性截瘫57(615658,AR)"
TFR2	"血色沉着病3型(604250,AR)"
TG	"甲状腺激素合成障碍3(274700,AR)"
TGFB1	"囊性纤维化(219700,AR)"
TGIF1	"全前脑畸形4(142946,AD)"
TGM6	"脊髓小脑性共济失调35(613908,AD)"
TH	"隐性遗传Segawa综合症(605407,AR)"
THOC2	"X连锁精神发育迟滞12(300957,XLR)"
THRA	"先天性甲状腺功能减退症6型(614450,AD)"
THRB	"常显甲状腺激素抵抗(274300,AR);甲状腺激素抵抗(188570,AD);选择性垂体甲状腺激素抵抗(145650,AD)"
TIMM8A	"Mohr-Tranebjaerg综合征(304700,XLR)"
TIMMDC1	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
TJP2	"家族性高胆烷血症(607748,AR);进行性家族性肝内胆汁淤积症2(601847,AR);进行性家族性肝内胆汁淤积症4(615878,AR)"
TK2	"常隐进行性眼外肌麻痹伴线粒体DNA缺失3(617069,AR);线粒体DNA耗竭综合征2型(609560,AR)"
TMEM126A	"视神经萎缩7(612989,AR)"
TMEM126B	"线粒体复合物I缺乏症(252010,AR,XLD,Mi    )"
TMEM127	"嗜铬细胞瘤(171300,AD)"
TMEM165	"先天性糖基化障碍2K型(614727,AR)"
TMEM199	"先天性糖基化障碍2P型(616829,AR)"
TMEM240	"脊髓小脑性共济失调21(607454,AD)"
TMEM38B	"成骨不全14型(615066,AR)"
TMEM5	"肌-眼-脑病A10型(615041,AR)"
TMEM67	"Bardet-biedl综合征14(615991,AR)"
TMEM70	"核2型线粒体复合物V缺乏症(614052,AR)"
TMPRSS6	"耐铁性缺铁性贫血(206200,AR)"
TNFRSF11A	"Paget骨病2型(602080,AD)"
TNFRSF11B	"Paget骨病5型(239000,AR)"
TNFRSF13B	"常见变异型免疫缺陷病2(240500,AD,?AR)"
TNFRSF13C	"常见变异型免疫缺陷病4(613494,AR)"
TOE1	"脑桥小脑发育不全7型(614969,AR)"
TP53	"肝细胞癌(114550,SMu);李弗劳明综合征1(151623,AD);嗜铬细胞瘤(171300,AD);胰腺癌(260350,AD,Mu,SMu)"
TPI1	"磷酸丙糖异构酶缺乏引起的溶血性贫血(615512,AR)"
TPK1	"硫胺素代谢紊乱综合征5(614458,AR)"
TPMT	"别嘌呤硫醇弱代谢(610460,AR)"
TPO	"甲状腺激素合成障碍2A(274500,AR)"
TPP1	"常隐脊髓小脑性共济失调7(609270,AR);神经元蜡样脂褐质沉积症2(204500,AR)"
TREM2	"Nasu-Hakola病(221770,AR)"
TRIM2	"腓骨肌萎缩症2R型(615490,AR)"
TRIM32	"Bardet-biedl综合征11(615988,AR)"
TRMT10A	"小头畸形、身材矮小伴糖代谢受损1型(616033,AR)"
TRMT10C	"联合氧化磷酸化缺乏症30(616974,AR)"
TRMT5	"联合氧化磷酸化缺乏症26(616539,AR)"
TRMU	"线粒体耳聋(580000,Mi);新生儿短暂性肝功能衰竭(613070,AR)"
TRPC3	"脊髓小脑性共济失调41(616410,AD)"
TRPM6	"肠低镁血症1(602014,AR)"
TRPV4	"腓骨肌萎缩症2C型(606071,AD)"
TSEN15	"脑桥小脑发育不全2E型(615851,AR);脑桥小脑发育不全2F型(617026,AR)"
TSEN2	"脑桥小脑发育不全2B型(612389,AR);脑桥小脑发育不全2E型(615851,AR)"
TSEN34	"脑桥小脑发育不全2C型(612390,AR);脑桥小脑发育不全2E型(615851,AR)"
TSEN54	"脑桥小脑发育不全1型(,AR);脑桥小脑发育不全2A型(277470,AR);脑桥小脑发育不全2E型(615851,AR);脑桥小脑发育不全4型(225753,AR);脑桥小脑发育不全5型(610204,AR)"
TSFM	"联合氧化磷酸化缺乏症3(610505,AR)"
TSHB	"先天性甲状腺功能减退症4型(275100,AR)"
TSHR	"非自身免疫性甲状腺功能亢进症(609152,IC,?AD);甲状腺发育不全(218700,AR);先天性甲状腺功能减退症1型(275200,AR)"
TTBK2	"脊髓小脑性共济失调11(604432,AD)"
TTC19	"核2型线粒体复合物III缺乏症(615157,AR)"
TTC8	"Bardet-biedl综合征8(615985,AR)"
TTPA	"独立维生素E缺乏性共济失调(277460,AR)"
TTR	"遗传性转甲状腺素蛋白相关性淀粉样变性(105210,AD)"
TUB	"视网膜营养不良伴肥胖(616188,AR)"
TUFM	"联合氧化磷酸化缺乏症4(610678,AR)"
C10orf2	"Perrault综合征5(616138,AR);常显进行性眼外肌麻痹伴线粒体DNA缺失3(609286,AD);线粒体DNA耗竭综合征3型(251880,AR);线粒体DNA耗竭综合征7型(271245,AR);线粒体隐性遗传共济失调综合症(607459,AR)"
TXN2	"联合氧化磷酸化缺乏症29(616811,AR)"
TYMP	"线粒体DNA耗竭综合征1型(603041,AR)"
TYMS	"双（二）氢嘧啶脱氢酶缺乏(274270,AR)"
TYR	"Waardenburg综合征/眼白化病(103470,AD);眼白化病1型(300500,XLR);眼皮肤白化病1A型(203100,AR);眼皮肤白化病1B型(606952,AR)"
TYROBP	"Nasu-Hakola病(221770,AR)"
TYRP1	"眼皮肤白化病3型(203290,AR)"
UBA5	"常隐脊髓小脑性共济失调24(617133,AR);婴儿早期癫痫性脑病44型(617132,AR)"
UBR1	"Johanson-Blizzard综合征(243800,AR)"
UBTF	"嗜铬细胞瘤(171300,AD)"
UCHL1	"帕金森病5(613643,AD);少年型帕金森病2型(600116,AR)"
UCP1	"肥胖症(601665,Mu,?AD,?AR)"
UCP2	"家族性高胰岛素低血糖症2(601819,AR)"
UCP3	"肥胖症(601665,Mu,?AD,?AR)"
UFD1L	"软腭-心-面综合征(192430,AD)"
UGT1A1	"Gilbert综合症(143500,AR);克里格勒-纳贾尔综合征II型(606785,AR);克里格勒-纳贾尔综合征I型(218800,AR)"
UGT1A4	"克里格勒-纳贾尔综合征II型(606785,AR);克里格勒-纳贾尔综合征I型(218800,AR)"
UMOD	"家族性少年型高尿酸血症肾病1(162000,AD)"
UMPS	"乳清酸尿症(258900,AR)"
UPB1	"β-脲基丙酸酶缺乏症(613161,AR)"
UQCC2	"核7型线粒物复合物III缺乏症(615824,AR)"
UQCC3	"核9型线粒物复合物III缺乏症(616111,AR)"
UQCRB	"线粒体复合物III缺乏症，核2型(615158,AR)"
UQCRC2	"核5型线粒物复合物III缺乏症(615160,AR)"
UQCRQ	"核4型线粒物复合物III缺乏症(615159,AR)"
UROC1	"尿刊酸酶缺乏症(276880,AR)"
UROD	"迟发性皮肤卟啉病(176100,AD,?AR)"
UROS	"先天性红细胞生成性卟啉症(263700,AR)"
USF1	"家族性联合高脂血症(144250,AD)"
USP27X	"X连锁精神发育迟滞105(300984,XLR)"
USP8	"促肾上腺皮质激素分泌型垂体腺瘤(219090,AR);痉挛性截瘫59(,AR)"
USP9X	"X连锁精神发育迟滞99(300919,XLR)"
VAMP1	"痉挛性共济失调1(108600,AD)"
VARS2	"联合氧化磷酸化缺乏症20(615917,AR)"
VAX1	"小眼球综合征11型(614402,AR)"
VCP	"腓骨肌萎缩症2E型(607684,AD)"
VDR	"骨质疏松症(166710,AD);维生素D依赖性佝偻病2A型(277440,AR)"
VHL	"嗜铬细胞瘤(171300,AD);希佩尔·林道综合征(193300,AD)"
VKORC1	"香豆素抵抗(122700,AD)"
VPS13B	"Cohen综合症(216550,AR)"
VPS13C	"少年型帕金森病2型(600116,AR);早发性常隐帕金森病23(616840,AR)"
VPS35	"帕金森病17(614203,AD);遗传性迟发型帕金森病(168600,AD)"
VPS37A	"痉挛性截瘫53(614898,AR)"
VPS53	"脑桥小脑发育不全2E型(615851,AR)"
VRK1	"脑桥小脑发育不全1A型(607596,AR);脑桥小脑发育不全1型(,AR)"
VWA3B	"常隐脊髓小脑性共济失调22(616948,AR)"
WDPCP	"Bardet-biedl综合征15(615992,AR)"
WDR11	"低促性腺激素性性腺功能减退症14(614858,AD)"
WDR45	"脑铁蓄积型神经变性5(300894,XLD)"
WDR48	"痉挛性截瘫60(,AR)"
WDR73	"常隐脊髓小脑性共济失调5(251300,AR)"
WFS1	"Wolfram综合征1型(222300,AR);常显Wolfram样综合征(614296,AD)"
WNK1	"IIC型假性醛固酮减少症(614492,AD)"
WNK4	"IIB型假性醛固酮减少症(614491,AD)"
WNT1	"成骨不全15型(615220,AR);骨质疏松症(166710,AD)"
KIAA0196	"痉挛性截瘫8(603563,AD)"
WT1	"Denys-Drash综合征(194080,SMu,?AD);Frasier综合征(136680,SMu,?AD);Meacham综合征(608978,AD);WAGR综合征(194072,SMu,AD)"
WWOX	"常隐脊髓小脑性共济失调12(614322,AR);婴儿早期癫痫性脑病28型(616211,AR)"
XDH	"黄嘌呤尿症1型(278300,AR)"
XRCC4	"单一性生长激素缺乏症Ia型(262400,AR)"
YARS	"腓骨肌萎缩症显性中间体C型(608323,AD)"
YARS2	"X连锁铁粒幼红细胞性贫血(300751,XLR);肌病、乳酸酸中毒伴铁粒幼细胞贫血2型(613561,AR)"
YME1L1	"视神经萎缩11(617302,AR)"
ZFP57	"新生儿短暂性糖尿病1(601410,AD,AR)"
ZFPM2	"46，XY性逆转9(616067,AD)"
ZFR	"痉挛性截瘫71(,AR)"
ZFYVE26	"痉挛性截瘫15(270700,AR)"
ZFYVE27	"痉挛性截瘫33(610244,AD)"
ZIC2	"全前脑畸形5(609637,AD)"
ZMPSTE24	"下颌骨端发育不良脂肪代谢异常症B型(608612,AR)"
ZNF687	"Paget骨病6型(616833,AD)"
ZNF711	"X连锁精神发育迟滞97(300803,XL)"
