HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
8148	OPHN1	oligophrenin 1	Approved	MRX60	OPN1, ARHGAP41	Xq12	AJ001189	NM_002547	MRX	X-linked mental retardation	103
8592	PAK3	p21 (RAC1) activated kinase 3	Approved	MRX30, MRX47	hPAK3, bPAK	Xq23	AF068864	NM_002578	MRX	X-linked mental retardation	103
9330	PQBP1	polyglutamine binding protein 1	Approved	RENS1, MRXS8, SHS, MRX55, MRX2, MRXS3		Xp11.23	AJ005893	NM_001032381.1	MRX	X-linked mental retardation	103
9471	PRS	Prieto X-linked mental retardation syndrome	Approved	MRXS2		Xp21-p11			MRX	X-linked mental retardation	103
16499	RAB39B	RAB39B, member RAS oncogene family	Approved	MRX72, WSN		Xq28	AY052478	NM_171998	MRX	X-linked mental retardation	103
9961	RENS2	Renpenning syndrome 2	Approved		MRXS9	Xq12-q21.31			MRX	X-linked mental retardation	103
10432	RPS6KA3	ribosomal protein S6 kinase A3	Approved	MRX19, CLS	RSK, RSK2, HU-3	Xp22.12	U08316	NM_004586	MRX	X-linked mental retardation	103
11506	SYP	synaptophysin	Approved		MRX96	Xp11.23	X06389	NM_003179	MRX	X-linked mental retardation	103
19073	THOC2	THO complex 2	Approved	CXorf3, MRX12, MRX35	THO2, dJ506G2.1	Xq25	AF441770		MRX	X-linked mental retardation	103
11854	TSPAN7	tetraspanin 7	Approved	MXS1, TM4SF2, MRX58	DXS1692E, TALLA-1, A15, CD231	Xp11.4	D29808		MRX	X-linked mental retardation	103
20439	UPF3B	UPF3B, regulator of nonsense mediated mRNA decay	Approved	MRX62, UPF3BP1, UPF3BP2, UPF3BP3	RENT3B, UPF3X, HUPF3B	Xq24	AF318576	NM_080632	MRX	X-linked mental retardation	103
12632	USP9X	ubiquitin specific peptidase 9, X-linked	Approved		DFFRX, FAF, MRX99	Xp11.4	X98296	NM_004652	MRX	X-linked mental retardation	103
20342	ZDHHC15	zinc finger DHHC-type containing 15	Approved		FLJ31812, MRX91, DHHC15	Xq13.3	AK056374	NM_144969	MRX	X-linked mental retardation	103
13107	ZNF41	zinc finger protein 41	Approved		MGC8941, MRX89	Xp11.3	X60155	NM_153380	MRX	X-linked mental retardation	103
17625	ZNF674	zinc finger protein 674	Approved	MRX92	ZNF673B	Xp11.3	AY971607	NM_001039891	MRX	X-linked mental retardation	103
13128	ZNF711	zinc finger protein 711	Approved	ZNF6	CMPX1, ZNF4, ZNF5, dJ75N13.1, Zfp711, MRX97	Xq21.1	BC006349	NM_021998	MRX	X-linked mental retardation	103
13156	ZNF81	zinc finger protein 81	Approved	MRX45	HFZ20	Xp11.23	AK126949	NM_007137	MRX	X-linked mental retardation	103
20228	MRX84	mental retardation, X-linked 84	Approved			Xp11.3-q22.3			MRX	X-linked mental retardation	103
10923	SLC16A2	solute carrier family 16 member 2	Approved	DXS128, AHDS, MRX22	XPCT, MCT8, MCT7	Xq13.2			MRX	X-linked mental retardation	103
3434	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	Approved	XPD	MAG, EM9, MGC102762, MGC126218, MGC126219, TFIIH	19q13.32		NM_000400	XP	Xeroderma pigmentosum complementation groups	1125
3435	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	Approved		XPB, BTF2, RAD25, TFIIH, GTF2H	2q14.3	M31899	NM_000122	XP	Xeroderma pigmentosum complementation groups	1125
3436	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	Approved	XPF	RAD1, FANCQ	16p13.12	L76568	NM_005236	XP	Xeroderma pigmentosum complementation groups	1125
3437	ERCC5	ERCC excision repair 5, endonuclease	Approved	ERCM2, XPGC		13q33.1	X71342		XP	Xeroderma pigmentosum complementation groups	1125
9181	POLH	DNA polymerase eta	Approved		RAD30A, XP-V	6p21.1	AB024313	NM_006502	XP	Xeroderma pigmentosum complementation groups	1125
12814	XPA	XPA, DNA damage recognition and repair factor	Approved		XPAC, XP1	9q22.33	D14533	NM_000380	XP	Xeroderma pigmentosum complementation groups	1125
12816	XPC	XPC complex subunit, DNA damage recognition and repair factor	Approved		XPCC, RAD4	3p25.1		NM_004628	XP	Xeroderma pigmentosum complementation groups	1125
2718	DDB2	damage specific DNA binding protein 2	Approved		DDBB, UV-DDB2, FLJ34321, XPE	11p11.2		NM_000107	XP	Xeroderma pigmentosum complementation groups	1125
12811	XK	X-linked Kx blood group	Approved	NA, NAC	XKR1, Kx, X1k	Xp21.1	Z32684	NM_021083	XKR	XK related family	955
28778	XKR3	XK related 3	Approved		MGC57211, XTES	22q11.1	AY989815	NM_175878	XKR	XK related family	955
29394	XKR4	XK related 4	Approved		KIAA1889	8q12.1	AY534241	NM_052898	XKR	XK related family	955
20782	XKR5	XK related 5	Approved			8p23.1	AY358489	NM_207411	XKR	XK related family	955
27806	XKR6	XK related 6	Approved	C8orf7, C8orf21, C8orf5		8p23.1	BC024146	NM_173683	XKR	XK related family	955
23062	XKR7	XK related 7	Approved	C20orf159	dJ310O13.4	20q11.21	AY534245	NM_001011718	XKR	XK related family	955
25508	XKR8	XK related 8	Approved		FLJ10307	1p35.3	AK091615	NM_018053	XKR	XK related family	955
20937	XKR9	XK related 9	Approved			8q13.3	AY534247	NM_001011720	XKR	XK related family	955
29845	XKRX	XK related, X-linked	Approved		XPLAC, XKR2	Xq22.1	AY589511	NM_212559	XKR	XK related family	955
18571	XKRY	XK related, Y-linked	Approved		XKRY1	Yq11.222	AF000997	NM_004677	XKR	XK related family	955
23922	XKRY2	XK related, Y-linked 2	Approved	XKRYP7		Yq11.222		NM_001002906	XKR	XK related family	955
8014	YBX1	Y-box binding protein 1	Approved	NSEP1	YB-1, YB1, DBPB, NSEP-1, MDR-NF1, BP-8, CSDB, CSDA2	1p34.2	BC013838	NM_004559	YBX	Y box binding proteins	106
17948	YBX2	Y-box binding protein 2	Approved		MSY2, CSDA3, Contrin	17p13.1	AF096834	NM_015982	YBX	Y box binding proteins	106
2428	YBX3	Y-box binding protein 3	Approved	CSDA	dbpA, ZONAB, CSDA1	12p13.2	L29064	NM_003651	YBX	Y box binding proteins	106
7134	MLLT1	MLLT1, super elongation complex subunit	Approved		ENL, LTG19, YEATS1	19p13.3		NM_005934		YEATS domain containing	1283
7136	MLLT3	MLLT3, super elongation complex subunit	Approved		AF-9, AF9, YEATS3	9p21.3	L13744	NM_004529		YEATS domain containing	1283
25489	YEATS2	YEATS domain containing 2	Approved		FLJ10201, FLJ12841, FLJ13308, KIAA1197	3q27.1	AB033023	NM_018023		YEATS domain containing	1283
24859	YEATS4	YEATS domain containing 4	Approved		NuBI-1, GAS41, YAF9	12q15	AJ245746	NM_006530		YEATS domain containing	1283
16937	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5	Approved		PRAF3, JWA, GTRAP3-18, DERP11, HSPC127, Yip6b	3p14.1	AF070523	NM_006407		YIP family	1144
28911	PRAF2	PRA1 domain family member 2	Approved		JM4, Yip6a	Xp11.23	BC021213	NM_007213		YIP family	1144
9794	RABAC1	Rab acceptor 1	Approved		PRA1, PRAF1, YIP3	19q13.2	AJ133534	NM_006423		YIP family	1144
16688	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	Approved	YIF1	YIF1P, 54TM, FinGER7	11q13.2	AF004876	NM_020470		YIP family	1144
30511	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein	Approved		FinGER8	19q13.2	AL833382	NM_033557		YIP family	1144
25231	YIPF1	Yip1 domain family member 1	Approved		DJ167A19.1, FinGER1	1p32.3	BC009674	NM_018982	YIPF	Yip1 domain containing	105
28476	YIPF2	Yip1 domain family member 2	Approved		MGC3262, FinGER2	19p13.2	BC013014	NM_024029	YIPF	Yip1 domain containing	105
21023	YIPF3	Yip1 domain family member 3	Approved	C6orf109	DKFZp566C243, KLIP1, dJ337H4.3, FinGER3	6p21.1	AK000946	NM_015388	YIPF	Yip1 domain containing	105
28145	YIPF4	Yip1 domain family member 4	Approved		MGC11061, FinGER4	2p22.3	AK098486	NM_032312	YIPF	Yip1 domain containing	105
24877	YIPF5	Yip1 domain family member 5	Approved		SMAP-5, FinGER5	5q31.3	AF318329	NM_030799	YIPF	Yip1 domain containing	105
28304	YIPF6	Yip1 domain family member 6	Approved		MGC21416, FinGER6	Xq12-q13.1	BC012469	NM_173834	YIPF	Yip1 domain containing	105
26825	YIPF7	Yip1 domain family member 7	Approved		FLJ39576, FinGER9	4p12	AK096895	NM_182592	YIPF	Yip1 domain containing	105
12845	YPEL1	yippee like 1	Approved			22q11.21-q11.22	AF060862	NM_013313	YPEL	Yippee like family	1130
18326	YPEL2	yippee like 2	Approved		FKSG4	17q22	AF305195	XM_371070	YPEL	Yippee like family	1130
18327	YPEL3	yippee like 3	Approved		MGC10500	16p11.2	AF305622	NM_031477	YPEL	Yippee like family	1130
18328	YPEL4	yippee like 4	Approved		FLJ30213	11q12.1	AK054775	NM_145008	YPEL	Yippee like family	1130
18329	YPEL5	yippee like 5	Approved		CGI-127	2p23.1	AF135161	NM_016061	YPEL	Yippee like family	1130
15766	ADNP	activity dependent neuroprotector homeobox	Approved		KIAA0784, ADNP1	20q13.13	AF250860	NM_181442		ZF class homeoboxes and pseudogenes	529
23803	ADNP2	ADNP homeobox 2	Approved	ZNF508	KIAA0863	18q23	AB020670	NM_014913		ZF class homeoboxes and pseudogenes	529
20164	HOMEZ	homeobox and leucine zipper encoding	Approved	KIAA1443		14q11.2	AB037864	NM_020834		ZF class homeoboxes and pseudogenes	529
10669	TSHZ1	teashirt zinc finger homeobox 1	Approved	SDCCAG33	NY-CO-33, TSH1	18q22.3	AF039698	NM_005786		ZF class homeoboxes and pseudogenes	529
13010	TSHZ2	teashirt zinc finger homeobox 2	Approved	C20orf17, ZNF218	ZABC2, OVC10-2, TSH2	20q13.2	AF230201	NM_173485		ZF class homeoboxes and pseudogenes	529
30700	TSHZ3	teashirt zinc finger homeobox 3	Approved	ZNF537	KIAA1474, TSH3	19q12	AL136805	NM_020856		ZF class homeoboxes and pseudogenes	529
11642	ZEB1	zinc finger E-box binding homeobox 1	Approved	TCF8, PPCD3	BZP, ZEB, AREB6, NIL-2-A, Zfhep, Zfhx1a, FECD6	10p11.22	AK091478	NM_030751		ZF class homeoboxes and pseudogenes	529
14881	ZEB2	zinc finger E-box binding homeobox 2	Approved	ZFHX1B	KIAA0569, SIP-1, SIP1	2q22.3	AB011141	NM_014795		ZF class homeoboxes and pseudogenes	529
33346	ZEB2P1	zinc finger E-box binding homeobox 2 pseudogene 1	Approved	ZEB1P1		4p15.32				ZF class homeoboxes and pseudogenes	529
20152	ZFHX2	zinc finger homeobox 2	Approved	ZNF409	KIAA1762, KIAA1056, ZFH-5	14q11.2	AB051549	NM_014894		ZF class homeoboxes and pseudogenes	529
777	ZFHX3	zinc finger homeobox 3	Approved	ATBF1	ZNF927	16q22.2-q22.3	D10250	NM_006885		ZF class homeoboxes and pseudogenes	529
30939	ZFHX4	zinc finger homeobox 4	Approved		ZFH4, FLJ20980	8q21.13		NM_024721		ZF class homeoboxes and pseudogenes	529
12871	ZHX1	zinc fingers and homeoboxes 1	Approved			8q24.13	AF106862			ZF class homeoboxes and pseudogenes	529
18513	ZHX2	zinc fingers and homeoboxes 2	Approved		KIAA0854	8q24.13	AB020661	NM_014943		ZF class homeoboxes and pseudogenes	529
15935	ZHX3	zinc fingers and homeoboxes 3	Approved	TIX1	KIAA0395	20q12	AB007855	NM_015035		ZF class homeoboxes and pseudogenes	529
29504	ZACN	zinc activated ion channel	Approved	LGICZ1	LGICZ, L2, ZAC, ZAC1	17q25.1	AK122638	NM_180990	ZACN	Zinc activated channels	176
28724	APLF	aprataxin and PNKP like factor	Approved	C2orf13	MGC47799, Xip1, ZCCHH1	2p13.3	BC030711	NM_173545		Zinc fingers	26
1117	BSN	bassoon presynaptic cytomatrix protein	Approved	ZNF231		3p21.31	AF052224	NM_003458		Zinc fingers	26
33879	DNLZ	DNL-type zinc finger	Approved	C9orf151	RP11-413M3.2, ZIM17, bA413M3.2, TIMM15, HEP	9q34.3	AL592301	NM_001080849		Zinc fingers	26
25404	FLYWCH1	FLYWCH-type zinc finger 1	Approved		DKFZp761A132	16p13.3	AL136585	NM_032296		Zinc fingers	26
6600	LIG3	DNA ligase 3	Approved	LIG2		17q12		NM_013975		Zinc fingers	26
26021	LYAR	Ly1 antibody reactive	Approved		ZC2HC2, ZLYAR	4p16.3	AL136750	NM_017816		Zinc fingers	26
18261	NPLOC4	NPL4 homolog, ubiquitin recognition factor	Approved		NPL4, FLJ20657, KIAA1499	17q25.3	AB040932	NM_017921		Zinc fingers	26
270	PARP1	poly(ADP-ribose) polymerase 1	Approved	PPOL, ADPRT	PARP	1q42.12	BC037545	NM_001618		Zinc fingers	26
13406	PCLO	piccolo presynaptic cytomatrix protein	Approved		KIAA0559, DKFZp779G1236, ACZ	7q21.11	AB011131	NM_014510		Zinc fingers	26
12033	TRAF3	TNF receptor associated factor 3	Approved		CAP-1, CD40bp, CRAF1, LAP1, RNF118	14q32.32	U21092	NM_145725		Zinc fingers	26
12310	TRIP4	thyroid hormone receptor interactor 4	Approved		HsT17391, ZC2HC5	15q22.31	L40371	NM_016213		Zinc fingers	26
29913	ZC3HC1	zinc finger C3HC-type containing 1	Approved		NIPA	7q32.2	AF151050	NM_016478		Zinc fingers	26
24931	ZC4H2	zinc finger C4H2-type containing	Approved	KIAA1166, WWS	HCA127	Xq11.2	AF270491	NM_018684		Zinc fingers	26
28328	ZFC3H1	zinc finger C3H1-type containing	Approved	PSRC2, CCDC131	MGC23401, KIAA0546, CSRC2	12q21.1	AB011118	NM_144982		Zinc fingers	26
13051	ZPR1	ZPR1 zinc finger	Approved	ZNF259		11q23.3	AF019767	NM_003904		Zinc fingers	26
28580	RTP1	receptor transporter protein 1	Approved		MGC35450, Z3CXXC1	3q27.3	BC034744	NM_153708	Z3CXXC	Zinc fingers 3CxxC-type	137
32486	RTP2	receptor transporter protein 2	Approved		MGC78665, Z3CXXC2	3q27.3	AY562236	NM_001004312	Z3CXXC	Zinc fingers 3CxxC-type	137
15572	RTP3	receptor transporter protein 3	Approved	TMEM7	LTM1, Z3CXXC3	3p21.31	AJ312776	NM_031440	Z3CXXC	Zinc fingers 3CxxC-type	137
23992	RTP4	receptor transporter protein 4	Approved		IFRG28, Z3CXXC4	3q27.3	BC013161	NM_022147	Z3CXXC	Zinc fingers 3CxxC-type	137
26585	RTP5	receptor transporter protein 5 (putative)	Approved	C2orf85, CXXC11	FLJ33590, Z3CXXC5	2q37.3	AK090909	NM_173821	Z3CXXC	Zinc fingers 3CxxC-type	137
20436	ZAR1	zygote arrest 1	Approved		Z3CXXC6	4p11	AY193890		Z3CXXC	Zinc fingers 3CxxC-type	137
37116	ZAR1L	zygote arrest 1 like	Approved		Z3CXXC7	13q13.1			Z3CXXC	Zinc fingers 3CxxC-type	137
26911	ZCCHC24	zinc finger CCHC-type containing 24	Approved	C10orf56	FLJ90798, Z3CXXC8	10q22.3	AK075279	NM_153367	Z3CXXC	Zinc fingers 3CxxC-type	137
5542	IGHMBP2	immunoglobulin mu binding protein 2	Approved		ZFAND7, SMUBP2, CATF1, SMARD1, HCSA, HMN6, CMT2S	11q13.3	L14754	NM_002180	ZFAND	Zinc fingers AN1-type	63
25858	ZFAND1	zinc finger AN1-type containing 1	Approved		FLJ14007	8q21.13		NM_024699	ZFAND	Zinc fingers AN1-type	63
28073	ZFAND2A	zinc finger AN1-type containing 2A	Approved		AIRAP	7p22.3	BC029558	NM_182491	ZFAND	Zinc fingers AN1-type	63
25206	ZFAND2B	zinc finger AN1-type containing 2B	Approved		AIRAPL	2q35	AK074571	NM_138802	ZFAND	Zinc fingers AN1-type	63
18019	ZFAND3	zinc finger AN1-type containing 3	Approved	TEX27	FLJ13222	6p21.2	AK023284	NM_021943	ZFAND	Zinc fingers AN1-type	63
23504	ZFAND4	zinc finger AN1-type containing 4	Approved	ANUBL1	FLJ40185	10q11.22	AF311324	NM_174890	ZFAND	Zinc fingers AN1-type	63
13008	ZFAND5	zinc finger AN1-type containing 5	Approved	ZNF216, ZA20D2	ZFAND5A	9q21.13	AF062072		ZFAND	Zinc fingers AN1-type	63
30164	ZFAND6	zinc finger AN1-type containing 6	Approved	ZA20D3	ZFAND5B, AWP1	15q25.1	BC005283	NM_019006	ZFAND	Zinc fingers AN1-type	63
447	ZBED1	zinc finger BED-type containing 1	Approved	ALTE	TRAMP, KIAA0785, DREF, hDREF	Xp22.33 and Yp11	AB018328	NM_004729	ZBED	Zinc fingers BED-type	64
20710	ZBED2	zinc finger BED-type containing 2	Approved		MGC10796	3q13.13	BC003536	NM_024508	ZBED	Zinc fingers BED-type	64
20711	ZBED3	zinc finger BED-type containing 3	Approved		MGC15435	5q13.3	BC007239	NM_032367	ZBED	Zinc fingers BED-type	64
20721	ZBED4	zinc finger BED-type containing 4	Approved		KIAA0637	22q13.33	AB014537	NM_014838	ZBED	Zinc fingers BED-type	64
30803	ZBED5	zinc finger BED-type containing 5	Approved		Buster1	11p15.4	AF205601	NM_021211	ZBED	Zinc fingers BED-type	64
33273	ZBED6	zinc finger BED-type containing 6	Approved			1q32.1		NM_001174108	ZBED	Zinc fingers BED-type	64
26420	ZNF573	zinc finger protein 573	Approved		FLJ30921	19q13.12	AK074539	NM_152360	ZNF	Zinc fingers C2H2-type	28
26166	ZNF574	zinc finger protein 574	Approved		FLJ22059	19q13.2	AK074788	NM_022752	ZNF	Zinc fingers C2H2-type	28
27606	ZNF575	zinc finger protein 575	Approved		FLJ32567	19q13.31	BC043611	NM_174945	ZNF	Zinc fingers C2H2-type	28
28357	ZNF576	zinc finger protein 576	Approved		MGC2508	19q13.31	AK026353	NM_024327	ZNF	Zinc fingers C2H2-type	28
28673	ZNF577	zinc finger protein 577	Approved		MGC4400	19q13.41	AL832871	NM_032679	ZNF	Zinc fingers C2H2-type	28
26449	ZNF578	zinc finger protein 578	Approved		FLJ31384	19q13.41	AK095562	NM_152472	ZNF	Zinc fingers C2H2-type	28
26646	ZNF579	zinc finger protein 579	Approved		FLJ35453	19q13.42	AK092772	NM_152600	ZNF	Zinc fingers C2H2-type	28
29473	ZNF580	zinc finger protein 580	Approved			19q13.42	AF184939	NM_016202	ZNF	Zinc fingers C2H2-type	28
25017	ZNF581	zinc finger protein 581	Approved		HSPC189, FLJ22550	19q13.42	AK026203	NM_016535	ZNF	Zinc fingers C2H2-type	28
26421	ZNF582	zinc finger protein 582	Approved		FLJ30927	19q13.43	AK055489	NM_144690	ZNF	Zinc fingers C2H2-type	28
26427	ZNF583	zinc finger protein 583	Approved		FLJ31030	19q13.43	AK055592	NM_152478	ZNF	Zinc fingers C2H2-type	28
27318	ZNF584	zinc finger protein 584	Approved		FLJ39899	19q13.43	AK097218	NM_173548	ZNF	Zinc fingers C2H2-type	28
26305	ZNF585A	zinc finger protein 585A	Approved		FLJ23765	19q13.13	AK074345	NM_152655	ZNF	Zinc fingers C2H2-type	28
30948	ZNF585B	zinc finger protein 585B	Approved		FLJ14928, SZFP41	19q13.13	AK027834	NM_152279	ZNF	Zinc fingers C2H2-type	28
25949	ZNF586	zinc finger protein 586	Approved		FLJ20070	19q13.43	AK095993	NM_017652	ZNF	Zinc fingers C2H2-type	28
30955	ZNF587	zinc finger protein 587	Approved		ZF6, FLJ14710, UBF-fl, FLJ20813	19q13.43	AF294842	NM_032828	ZNF	Zinc fingers C2H2-type	28
37142	ZNF587B	zinc finger protein 587B	Approved			19q13.43	AK299091	NM_001204818	ZNF	Zinc fingers C2H2-type	28
16747	ZNF589	zinc finger protein 589	Approved		SZF1	3p21.31	AF114816	NM_016089	ZNF	Zinc fingers C2H2-type	28
28986	ZNF592	zinc finger protein 592	Approved	SCAR5	KIAA0211, CAMOS	15q25.2	D86966	NM_014630	ZNF	Zinc fingers C2H2-type	28
29392	ZNF594	zinc finger protein 594	Approved		KIAA1871	17p13.2	AB058774	XM_290737	ZNF	Zinc fingers C2H2-type	28
27196	ZNF595	zinc finger protein 595	Approved		FLJ31740	4p16.3	BX537887	NM_182524	ZNF	Zinc fingers C2H2-type	28
27268	ZNF596	zinc finger protein 596	Approved			8p23.3	BC026190	NM_173539	ZNF	Zinc fingers C2H2-type	28
26573	ZNF597	zinc finger protein 597	Approved		FLJ33071, HIT-4	16p13.3	AK057633	NM_152457	ZNF	Zinc fingers C2H2-type	28
28079	ZNF598	zinc finger protein 598	Approved		FLJ00086, HEL2	16p13.3	BC029270	NM_178167	ZNF	Zinc fingers C2H2-type	28
26408	ZNF599	zinc finger protein 599	Approved		FLJ30663	19q13.13	AK055225	XM_086046	ZNF	Zinc fingers C2H2-type	28
30951	ZNF600	zinc finger protein 600	Approved		KR-ZNF1, DKFZp686F06123	19q13.42	U52096	NM_198457	ZNF	Zinc fingers C2H2-type	28
28068	ZNF605	zinc finger protein 605	Approved			12q24.33	AL832623	NM_183238	ZNF	Zinc fingers C2H2-type	28
25879	ZNF606	zinc finger protein 606	Approved	ZNF328	FLJ14260, KIAA1852	19q13.43	AB058755	NM_025027	ZNF	Zinc fingers C2H2-type	28
28192	ZNF607	zinc finger protein 607	Approved		MGC13071, FLJ14802	19q13.1	AK127464	NM_032689	ZNF	Zinc fingers C2H2-type	28
29238	ZNF608	zinc finger protein 608	Approved		KIAA1281, DKFZp434M098, NY-REN-36	5q23.2	AB033107	XM_114432	ZNF	Zinc fingers C2H2-type	28
29003	ZNF609	zinc finger protein 609	Approved		KIAA0295	15q22.1	BC014251	XM_042833	ZNF	Zinc fingers C2H2-type	28
26687	ZNF610	zinc finger protein 610	Approved		FLJ36040	19q13.41	AK093359	NM_173530	ZNF	Zinc fingers C2H2-type	28
28766	ZNF611	zinc finger protein 611	Approved		MGC5384	19q13.41	AK091389	NM_030972	ZNF	Zinc fingers C2H2-type	28
25827	ZNF613	zinc finger protein 613	Approved		FLJ13590	19q13.41	AK027565	NM_024840	ZNF	Zinc fingers C2H2-type	28
24722	ZNF614	zinc finger protein 614	Approved		FLJ21941	19q13.41	BC022246	NM_025040	ZNF	Zinc fingers C2H2-type	28
24740	ZNF615	zinc finger protein 615	Approved		FLJ33710	19q13.41	AK096691	NM_198480	ZNF	Zinc fingers C2H2-type	28
28062	ZNF616	zinc finger protein 616	Approved		MGC45556	19q13.41	AK092266	XM_030892	ZNF	Zinc fingers C2H2-type	28
29416	ZNF618	zinc finger protein 618	Approved		KIAA1952, NEDD10	9q32	BC012922	XM_054983	ZNF	Zinc fingers C2H2-type	28
26910	ZNF619	zinc finger protein 619	Approved		FLJ90764	3p22.1	AK075245	NM_173656	ZNF	Zinc fingers C2H2-type	28
28742	ZNF620	zinc finger protein 620	Approved		MGC50836	3p22.1	AK093599	XM_171060	ZNF	Zinc fingers C2H2-type	28
24787	ZNF621	zinc finger protein 621	Approved		FLJ45246	3p22.1	AK127181	NM_198484	ZNF	Zinc fingers C2H2-type	28
29084	ZNF623	zinc finger protein 623	Approved		KIAA0628	8q24.3	AB014528	NM_014789	ZNF	Zinc fingers C2H2-type	28
29254	ZNF624	zinc finger protein 624	Approved		KIAA1349	17p11.2	AB037770	XM_047617	ZNF	Zinc fingers C2H2-type	28
30571	ZNF625	zinc finger protein 625	Approved			19p13.2	BC007868	NM_145233	ZNF	Zinc fingers C2H2-type	28
30461	ZNF626	zinc finger protein 626	Approved			19p12	BC007116	NM_145297	ZNF	Zinc fingers C2H2-type	28
30570	ZNF627	zinc finger protein 627	Approved		FLJ90365	19p13.2	AK074846	NM_145295	ZNF	Zinc fingers C2H2-type	28
28054	ZNF628	zinc finger protein 628	Approved		ZEC, Zfp628	19q13.42	AF367249	XM_058964	ZNF	Zinc fingers C2H2-type	28
29008	ZNF629	zinc finger protein 629	Approved	ZNF65	KIAA0326	16p11.2	AB002324	NM_015309	ZNF	Zinc fingers C2H2-type	28
28855	ZNF630	zinc finger protein 630	Approved		BC037316, dJ54B20.2, FLJ20573, MGC138344	Xp11.23	AK000580	NM_001037735	ZNF	Zinc fingers C2H2-type	28
30950	ZNF639	zinc finger protein 639	Approved		ANC-2H01, ZASC1	3q26.33	BC020500	NM_016331	ZNF	Zinc fingers C2H2-type	28
31834	ZNF641	zinc finger protein 641	Approved		FLJ31295	12q13.11	BC018090	NM_152320	ZNF	Zinc fingers C2H2-type	28
29004	ZNF646	zinc finger protein 646	Approved		KIAA0296	16p11.2	AB002294	NM_014699	ZNF	Zinc fingers C2H2-type	28
18190	ZNF648	zinc finger protein 648	Approved		FLJ46813	1q25.3	AK128654	XM_060597	ZNF	Zinc fingers C2H2-type	28
25741	ZNF649	zinc finger protein 649	Approved		FLJ12644	19q13.41	BC005368	NM_023074	ZNF	Zinc fingers C2H2-type	28
29147	ZNF652	zinc finger protein 652	Approved		KIAA0924	17q21.32	AB023141	NM_014897	ZNF	Zinc fingers C2H2-type	28
25196	ZNF653	zinc finger protein 653	Approved		Zip67	19p13.2	AY072704	NM_138783	ZNF	Zinc fingers C2H2-type	28
30899	ZNF655	zinc finger protein 655	Approved		VIK-1, VIK	7q22.1	AY099353	NM_138494	ZNF	Zinc fingers C2H2-type	28
25226	ZNF658	zinc finger protein 658	Approved		MGC35232, DKFZp572C163, FLJ32813	9q21.11	AA482262	NM_033160	ZNF	Zinc fingers C2H2-type	28
26720	ZNF660	zinc finger protein 660	Approved		FLJ36870	3p21.31	AK094189	NM_173658	ZNF	Zinc fingers C2H2-type	28
31930	ZNF662	zinc finger protein 662	Approved		FLJ45880	3p22.1	AK127779	NM_207404	ZNF	Zinc fingers C2H2-type	28
25342	ZNF663P	zinc finger protein 663, pseudogene	Approved	ZNF663	DKFZp547G0215	20q13.12		NM_173643	ZNF	Zinc fingers C2H2-type	28
25406	ZNF664	zinc finger protein 664	Approved	ZNF176	ZFOC1, DKFZp761B128	12q24.31		NM_152437	ZNF	Zinc fingers C2H2-type	28
25885	ZNF665	zinc finger protein 665	Approved		FLJ14345	19q13.42		NM_024733	ZNF	Zinc fingers C2H2-type	28
28854	ZNF667	zinc finger protein 667	Approved		FLJ14011	19q13.43		NM_022103	ZNF	Zinc fingers C2H2-type	28
25821	ZNF668	zinc finger protein 668	Approved		FLJ13479	16p11.2		NM_024706	ZNF	Zinc fingers C2H2-type	28
25736	ZNF669	zinc finger protein 669	Approved		FLJ12606	1q44		NM_024804	ZNF	Zinc fingers C2H2-type	28
28167	ZNF670	zinc finger protein 670	Approved		MGC12466	1q44		NM_033213	ZNF	Zinc fingers C2H2-type	28
26279	ZNF671	zinc finger protein 671	Approved		FLJ23506	19q13.43		NM_024833	ZNF	Zinc fingers C2H2-type	28
26179	ZNF672	zinc finger protein 672	Approved		FLJ22301	1q44	AK027476	NM_024836	ZNF	Zinc fingers C2H2-type	28
17625	ZNF674	zinc finger protein 674	Approved	MRX92	ZNF673B	Xp11.3	AY971607	NM_001039891	ZNF	Zinc fingers C2H2-type	28
30768	ZNF675	zinc finger protein 675	Approved		TIZ, TBZF	19p12		NM_138330	ZNF	Zinc fingers C2H2-type	28
20429	ZNF676	zinc finger protein 676	Approved			19p12	AK097798	NM_001001411	ZNF	Zinc fingers C2H2-type	28
28730	ZNF677	zinc finger protein 677	Approved		MGC48625	19q13.42	BC050038	NM_182609	ZNF	Zinc fingers C2H2-type	28
28652	ZNF678	zinc finger protein 678	Approved		MGC42493	1q42.13	BC042500	NM_178549	ZNF	Zinc fingers C2H2-type	28
28650	ZNF679	zinc finger protein 679	Approved		MGC42415	7q11.21	BC033523	NM_153363	ZNF	Zinc fingers C2H2-type	28
26897	ZNF680	zinc finger protein 680	Approved		FLJ90430	7q11.21	AK074911	NM_178558	ZNF	Zinc fingers C2H2-type	28
